category,type,name,text,action,nextCategory,mental
stage2,대사,대학친구1,저기 어때? 게임동아리.,,,
stage2,대사,나,너는 게임밖에 생각이 없냐? 한국대 어떻게 왔지?,,,
stage2,대사,대학친구1,뭐든 하나에 열정이 있는건 좋은 거지.,,,
stage2,알림,,(뚝심있는 절친의 대답에 말문을 잃어버린 나. 친구의 대답에 따라 게임동아리로 가본다.),,,
stage2,대사,홍보학생1,동아리에 관심있어서 오셨나요?,,,
stage2,대사,나,네. 어떤 동아리인지 알고 싶어서요.,,,
stage2,알림,,(이내 나와 절친은 동아리에 관련하여 이것저것 얘기를 듣고 동아리에 가입한다.),,,
stage2,대사,홍보학생1,매주 하루 씩 정기모임 있으니 참고하시고요. 아 그리고 얼마후에 저희 동아리 MT있으니 오셔도 좋을것 같아요.,,,
stage2,대사,나,아 MT요? 네 알겠습니다.,,,
stage2,알림,,"(MT라는 말을 듣고 잠시 생각에 잠기는 나. 1학년 때 한번 가봤지만, 그때는 아는 사람도 거의 없고 소심했던지라 별로 기억에 남지는 않았다.)",OffBG,,
stage2,대사,나,"이제는 친한 친구도 있고, 한번 다시 가보면 재미있을거 같아.",,,
,,,,,,
stage2,알림,,"(평범한 일상이 지나간 뒤, MT날이 찾아왔다.)",ToRoad,,
stage2,대사,나,야 왔냐? 긴장된다.,,,
stage2,대사,대학친구1,뭘 MT 가지고 긴장하냐?,,,
stage2,대사,대학친구1,그리고 몇 번 동아리 나가보면서 친해졌잖아. 다들 좋으시던데.,,,
stage2,대사,나,"그냥 단체로 자는게 익숙하지가 않아서, 술취해서 진상부리진 않겠지?",,,
stage2,대사,대학친구1,걱정마라 너가 술취하면 내가 재워줄게.,,,
stage2,알림,,(실없는 얘기를 하면서 MT출발 집합장소로 모이는 나와 절친. 집합장소에는 동아리 학생들이 기다리고 있었다.),,,
stage2,대사,나,안녕하세요.,,,
stage2,대사,대학친구1,안녕하세요.,,,
stage2,대사,동아리장,어 왔어? 곧 출발할거야.,,,
stage2,대사,나,네 알겠습니다.,,,
stage2,알림,,"(잠시 후에, 예약버스가 도착하고 나와 일행은 동아리 MT장소로 출발하기 시작했다.)",,,
stage2,알림,,(동아리로 가는 버스에서 나는 별말없이 잠만 자다 숙소에 도착했다.),ToMT,,
stage2,대사,대학친구1,야 술 적당히 마시면서 하자고.,,,
stage2,알림,,(나와 그 일행들은 적당히 짐 정리를 한다.),,,
stage2,대사,동아리원, 얘들아 술가져와라.,,,
stage2,알림,,(술은 좋은 대화수단이다. 술이 들어가면 서로간의 대화를 편하게 진행한다.),,,
stage2,대사,동아리장,오랜만에 술게임이나 할까? 신입들도 왔는데.,,,
stage2,대사,동아리원,오 술게임 좋은데? 니들 잘할 수 있지?,,,
stage2,알림,,(1학년때 많이 해본 술게임이다. 나는 자신있다.),,,
stage2,대사,나,좋죠. 많이 해봤습니다.,,,
stage2,끝,,,StartStage2,,
,,,,,,
s2_success,대사,나,나 좀 잘하는데?,ToMT,,
s2_success,나레이션,,멘탈지수 상승,,stage2_afterGame,50
,,,,,,
s2_fail,대사,나,윽... 더는 못 마셔...,,,
s2_fail,나레이션,,멘탈지수 하락,,stage2_afterGame,-50
,,,,,,
stage2_afterGame,대사,나,으어어….,,,
stage2_afterGame,알림,,(술게임이 길어지자 다들 한두명씩 나가 떨어진다. 벌써 자고있는 사람들도 몇몇 보인다.),,,
stage2_afterGame,대사,나,아 더이상 못마시겠다…,,,
stage2_afterGame,알림,,(시간이 지나자 다들 그만하자는 분위기이다. 이렇게 밤이 지나갔다.),,,
stage2_afterGame,알림,,"(다음날, 다들 늦잠을 자고 일어났다.)",,,
stage2_afterGame,대사,동아리장,다들 이제 슬슬 가자. 어젯밤에 토한 인원 없지?,,,
stage2_afterGame,대사,동아리원,없습니다. 다들 적당히 마시던데요.,,,
stage2_afterGame,대사,동아리장,좋아. 곧 버스 오니까 다들 짐 정리 다하고,,,
stage2_afterGame,대사,나,드디어 끝났네. 술만 마시면 다음날이 너무 힘들어.,,,
stage2_afterGame,알림,,(돌아오는 버스안에서는 다들 조용했다.),ToRoad,,
stage2_afterGame,대사,나,하.. 힘들다. 뭔가 그냥 오늘 아무것도 하지말자.,,,
stage2_afterGame,알림,,"(그 후, 시간은 빠르게 지나갔다. 나는 동아리 활동에 익숙해지고 학업도 그럭저럭 해나갔다.)",ToRoom,,
stage2_afterGame,대사,나,하루하루가 왜 이렇게 빨리 지나가지?,ToLibrary,,
stage2_afterGame,대사,대학친구1,야 그건 네가 맨날 놀아서 그렇지.,,,
stage2_afterGame,대사,나,그런데 너도 나랑 같이 놀잖아.,,,
stage2_afterGame,대사,대학친구1,ㅇㅇ 그래서 나도 시간 빨리 지나감.,,,
stage2_afterGame,대사,나,넌 좋겠다. 마음 편해서.,,,
stage2_afterGame,대사,대학친구1,욕심을 버리면 돼.,,,
stage2_afterGame,대사,나,그게 말처럼 쉽냐….,,,
stage2_afterGame,알림,,(나는 요즘 삶이 힘들었다. 자신의 앞에 놓인 험난한 길이 무서웠다. 아무것도 이루지 못할 것 같은 자신이 싫었다.),,,
stage2_afterGame,대사,나,"이대로는 안되는데, 1학년때처럼 지내다가는 큰일난다. 뭐라도 해야해.",,,
stage2_afterGame,대사,나,"당장 곧 시험인데, 공부도 집중안되고 미치겠네.",,,
stage2_afterGame,알림,,(나는 공부를 하는둥 마는둥 한다.),,,
stage2_afterGame,대사,대학친구1,야 요즘 왜 그러냐? 많이 힘들어 보인다. 피방이나 가실?,,,
stage2_afterGame,선택지2,,간다,,s2_pc_go,
stage2_afterGame,선택지2,,안 간다,,s2_pc_dontGo,
,,,,,,
s2_pc_go,알림,,"(나는 친구들과 피씨방에 가지만, 마음은 계속 불편하다.)",ToPCRoom,,
s2_pc_go,알림,,멘탈지수 소폭 하락,,s2_vacation,-10
,,,,,,
s2_pc_dontGo,대사,나,"아니, 오늘 별로 가기 싫네.",,,
s2_pc_dontGo,대사,나,"그냥, 뭘 해야 할거 같은데 하기는 싫고 편하게 살고 싶은데 그건 힘들고…",,,
s2_pc_dontGo,대사,대학친구1,야 원래 지금 시기가 제일 힘든 시기야. 너 방금 힘들지 않은 시기가 없다고 생각했지?,,,
s2_pc_dontGo,알림,,(나는 말을 꺼내려다가 말문이 막힌다. 친구는 계속 말하기 시작한다.),,,
s2_pc_dontGo,대사,대학친구1,"야. 대학오기 전까지 그렇게 열심히 고생했는데, 막상 대학 오니까 별로 바뀐것도 없어.",,,
s2_pc_dontGo,대사,대학친구1,"물론 그때와 다르게 성인이고, 바뀐 것도 분명히 있겠지. 하지만, 압박감이 짓누르고 있잖아.",,,
s2_pc_dontGo,대사,대학친구1,"뭘 해도 끝이 안보이는 일들이나, 미래에 대한 막막함, 잃어버린 자신감 안그래?",,,
s2_pc_dontGo,알림,,(나는 갑자기 진지해진 친구를 깜짝 놀란듯이 바라본다.),,,
s2_pc_dontGo,대사,나,갑자기 왜 이러냐? 2학년되더니 너도 이상해졌냐?,,,
s2_pc_dontGo,대사,대학친구1,아니야. 난 별로 바뀐게 없는데? 바뀐건 너잖아?,,,
s2_pc_dontGo,대사,나,……..,,,
s2_pc_dontGo,대사,대학친구1,사람은 원래 지금 이 순간이 제일 힘들어. 남이 하는게 원래 제일 편해보인다고 하잖아?,,,
s2_pc_dontGo,대사,대학친구1,그런데 그렇게 걱정만 하다가는 끝이 없어 친구야.,,,
s2_pc_dontGo,대사,대학친구1,지금이 너무 힘들면 잠시 부담감을 내려놓고 아주 작은 일부터 천천히 해보는게 어떨까?,,,
s2_pc_dontGo,대사,나,………난 솔직히 깜짝 놀랐다.,,,
s2_pc_dontGo,알림,,(나는 피방빌런이 이런 말을 할 수 있을지 몰랐다. 친구를 다시 돌아보게 되었다.),,,
s2_pc_dontGo,대사,대학친구1,지금이 진짜 좋을 때다. 항상 지금이 인생의 황금기라고 생각하면서 살라고.,,,
s2_pc_dontGo,대사,대학친구1,남이랑 비교하면서 스스로 인생을 망치지마. 아무도 네 인생 안살아줘. 네가 주인공이라고.,,,
s2_pc_dontGo,대사,나,…..고맙다 친구야.,,,
s2_pc_dontGo,알림,,(나는 친구의 말을 듣고 자신을 다시 돌아보게 되었다.),,,
s2_pc_dontGo,알림,,멘탈지수 소폭 상승,,,10
s2_pc_dontGo,대사,나,이때까지가 만족스럽지 못하면 이제라도 바꾸면 되지.,,,
s2_pc_dontGo,알림,,(변함없이 시간은 흐른다. 하지만 지금까지와는 다르게 나는 심경의 변화가 있는 듯하다.),ToRoom,,
s2_pc_dontGo,대사,나,스스로 불행하게 살지말자고.,,,
s2_pc_dontGo,알림,,(나는 아주 작은 일부터 서서히 달라질 것이다.),,,
s2_pc_dontGo,대사,나,지금까지 항상 바쁘게만 살아왔잖아. 조금은 돌아볼 시간이 필요하다고.,,,
s2_pc_dontGo,알림,,(나는 진지하게 시험공부를 하였다.),,,
s2_pc_dontGo,대사,대학친구1,야 시험 잘쳤냐? 괜찮았어?,ToClass2,,
s2_pc_dontGo,대사,나,야 나 진짜 열심히 한거 같아. 잘친듯?,,,
s2_pc_dontGo,대사,대학친구1,ㅋㅋ 그래? 그럼 오늘 오랜만에 피방이나 갈까?,,,
s2_pc_dontGo,대사,나,오 그래. 가자.,,,
s2_pc_dontGo,알림,,(나는 피씨방에서 게임을 해도 평소와 같은 그런 찝찝한 기분이 들지 않았다.),ToPCRoom,,
s2_pc_dontGo,알림,,(아마 스스로 열심히 했다는 무의식에서 기분이 좋은 듯하다.),,s2_vacation,
,,,,,,
s2_vacation,알림,,(시간이 지나고 방학이 되었다.),ToRoom,,
s2_vacation,대사,나,벌써 방학이네…. 그래도 예전처럼 쫓기는 느낌이 없어.,,,
s2_vacation,대사,나,그나저나 이번 방학때는 뭘하지?,,,
s2_vacation,선택지2,,아르바이트,,s2_vacation_1,
s2_vacation,선택지2,,자기개발,,s2_vacation_2,
,,,,,,
s2_vacation_1,대사,나,방학때는 아르바이트라도 하자.,,,
s2_vacation_1,알림,,"(아르바이트를 알아보는 나, 뭘 할지 고민중이다.)",,,
s2_vacation_1,대사,나,그냥 편의점 알바나 할까…..,,,
s2_vacation_1,알림,,(편의점 야간 알바를 선택해버린 나),,,
s2_vacation_1,대사,나,어서오세요,ToStore,,
s2_vacation_1,알림,,"(야간이라 사람들은 거의 없지만, 가끔 오는 진상들은 힘들다.)",,,
s2_vacation_1,대사,나,참자….. 다 사회생활이야,,,
s2_vacation_1,알림,,(그렇게 알바를 하며 한층 성장한다.),,,
s2_vacation_1,알림,,멘탈지수 소폭 상승,,s2_afterVacation,10
,,,,,,
s2_vacation_2,대사,나,그래도 공부해야지,,,
s2_vacation_2,알림,,"(자기개발을 결심하는 나, 하지만 결심만 하고 빈둥거리다 방학이 지나갔다.)",,,
s2_vacation_2,알림,,멘탈지수 소폭 하락,,s2_afterVacation,-10
,,,,,,
s2_afterVacation,대사,대학친구1,야 방학 잘지냈냐?,ToSchool,,
s2_afterVacation,대사,나,그럭저럭. 그냥 지냈다.,,,
s2_afterVacation,대사,대학친구1,그래? 난 그냥 놀았다.,,,
s2_afterVacation,대사,나,어 그럴 줄 알았다.,,,
s2_afterVacation,대사,대학친구1,그래서 이번 학기 다짐은 뭔데? 매번 다짐하고 오잖아.,,,
s2_afterVacation,대사,나,별거 없는데? 그냥 이제 너무 빡빡하게 생각 안하려고.,,,
s2_afterVacation,대사,대학친구1,오 그래?,,,
s2_afterVacation,알림,,(벌써 4학기째 지내고 있는 나와 절친. 이제는 대학생활에 대하여 아무런 감흥이 없다.),,,
s2_afterVacation,대사,나,고등학교 때는 대학생활을 그렇게 기대했는데….,,,
s2_afterVacation,대사,대학친구1,ㅋㅋ 똑같지?,,,
s2_afterVacation,대사,나,여기 오니까 사람 사는게 다 똑같다고 느낀다…,,,
s2_afterVacation,알림,,(하루하루 실없는 소리와 강의를 들으며 지내는 나와 절친.),,,
s2_afterVacation,대사,나,내가 진짜 하고 싶은 게 뭐지? 난 이 공부를 진심으로 좋아서 선택한걸까?,ToLibrary,,
s2_afterVacation,대사,나,나중에 뭘 먹고 살게 될까? 남들처럼 커서 사회인이 되면 자연스럽게 하게 될까?,,,
s2_afterVacation,알림,,(평소 생각이 많은 나. 스스로에 관한 고뇌를 많이 한다.),,,
s2_afterVacation,대사,나,그냥 이렇게 살아가는 건가?,,,
s2_afterVacation,대사,나,"난 하고싶은 일이 많은데, 하고싶은 일만 하면서 살 수는 없잖아…",,,
s2_afterVacation,대사,나,잡생각 그만하자. 나중에 먹고 살려면 지금 참고 해야지. 성인이잖아.,,,
s2_afterVacation,알림,,(나는 이렇게 되뇌이면서 하기 싫은 전공공부를 한다.),,,
s2_afterVacation,대사,대학친구2,야 시험 잘쳤냐? 끝남?,ToSchool,,
s2_afterVacation,대사,나,어 그럭저럭? 1학년때보다는 잘한듯.,,,
s2_afterVacation,대사,대학친구2,오랜만에 술이나 마시러 갈까? 다른친구들도 다 옴.,,,
s2_afterVacation,선택지2,,마신다,,s2_drink,
s2_afterVacation,선택지2,,마시지 않는다,,s2_dontDrink,
,,,,,,
s2_drink,알림,나,그래. 벌써 또 1년 지나가네.,,,
s2_drink,알림,,(나는 가끔 다른 친구들과 마시던 술집으로 갔다.),ToBar,,
s2_drink,대사,나,야 다들 그대로네?,,,
s2_drink,알림,,"(평소 자주 만나지 않아도, 왠지 모르게 친근하게 느껴지는 친구들이다.)",,,
s2_drink,알림,,(그들은 자연스럽게 술을 마시면서 이런저런 이야기를 시작한다.),,,
s2_drink,대사,대학친구1,야 그래서 이번에 내가 티어 올렸다니까?,,,
s2_drink,대사,대학친구4,거의 뭐 게임폐인이네. 왜캐 높냐?,,,
s2_drink,알림,,(나는 친구들의 싫없는 대화를 가만히 듣기만 한다.),,,
s2_drink,대사,대학친구2,야 기말도 끝났네. 우리 이제 3학년이야!,,,
s2_drink,대사,나,그러네. 벌써 절반이나 지났네…..,,,
s2_drink,대사,대학친구2,야 왜 이렇게 힘이 없냐? 힘내라 임마.,,,
s2_drink,대사,나,어? 별거 아니다. 힘 없는거 아니야 ㅋㅋ,,,
s2_drink,알림,,(말없이 술자리 시간이 지나간다.하지만 나는 위로를 받아 기분이 풀어진다.),,,
s2_drink,알림,,멘탈지수 소폭 상승,,stage2_outro,10
,,,,,,
s2_dontDrink,대사,나,아니 나는 별로 기분이 좀 그렇네.,,,
s2_dontDrink,알림,,(친구의 술권유를 거절한 나는 집에 혼자 돌아온다. 괜히 기분이 울적하다.),ToRoom,,
s2_dontDrink,알림,,멘탈지수 소폭 하락,,stage2_outro,-10
,,,,,,
stage2_outro,알림,,(별다른 사건없이 겨울방학이 시작되었다.),ToRoom,,
stage2_outro,대사,나,좋은 시간은 왜 이렇게 빨리 지나갈까,,,
stage2_outro,알림,,"(항상 새로운 다짐을 하는 것이 사람이지만, 다짐 앞에 무너지는 것도 사람이다.)",,,
stage2_outro,알림,,(그 순간을 이겨내야 한단계 성장하는 것이다.),,,
stage2_outro,알림,,(겨울방학이 빠르게 지나갔다.),,,
stage2_outro,끝,,,EndStage,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
stage3,나레이션,,(벌써 대학생활의 절반이 지나간 나. 이제는 더 이상 초심자가 아니다.),ToRoad,,
stage3,나레이션,,(나는 대학생활을 하면서 스스로 깨우친 것이 있었다.),,,
stage3,,나,고등학교 때처럼 나에게 맞춰주지 않는다.,,,
stage3,,나,"내가 시도하지 않으면 그대로 끝이고, 다 스스로 알아내야해.",,,
stage3,나레이션,,(나는 항상 하는 것처럼 새로운 결심을 하고 다시 학기를 시작한다.),,,
stage3,나레이션,,(무슨 일인지 친구가 학기 시작부터 진지하다.),,,
stage3,,대학친구1,야 나 휴학했다.,,,
stage3,,나,아니 왜? 갑자기?,,,
stage3,,대학친구1,그냥 나도 혼자서 고민해보다가 결정한 거야.,,,
stage3,,나,그럼 언제 복학하는데?,,,
stage3,,대학친구1,1년정도 쉴 거 같아.,,,
stage3,,나,그러냐… 알겠다.,,,
stage3,나레이션,,(절친과 헤어진 나는 혼자 가만히 생각에 잠긴다.),,,
stage3,,나,생각해보니까 내가 이상한가? 다들 한번쯤은 휴학하던데.,,,
stage3,,나,"아니다. 이미 학기가 시작했는데, 이젠 아니야.",,,
stage3,나레이션,,(항상 같이 지내던 절친이 없으니 너무나도 허전하다.),,,
stage3,,나,3학년 올라오니까 해야 할게 너무 많네.,,,
stage3,나레이션,,"(학업 뿐만이 아니라, 부수적인 요소들이 너무 많은 대학생. 하지만 한탄만 할 순 없다.)",,,
stage3,나레이션,,(학생들 사이에서 힘들다고 소문난 강의를 신청한 나. 핵심과목이라 어쩔 수 없다.),ToClass3,,
stage3,,나,진짜 팀플 너무 무섭다.,,,
stage3,나레이션,,(이 과목은 팀플레이로 악명높다. 팀플레이의 비중이 높기 때문에 너무 신경이 쓰인다.),,,
stage3,,대학교수3,….그래서 오늘 강의는 여기까지 입니다.,,,
stage3,,나,다음 시간부터 팀 만들고 바로 하는 건가?,,,
stage3,나레이션,,(나는 초창기 강의를 듣고 집에 돌아와 생각한다.),ToRoom,,
stage3,,나,항상 같이 밥 먹던 친구 휴학하니까 되게 허전하네.,,,
stage3,나레이션,,(마음이 싱숭생숭한 나는 학기 초창기를 어영부영 보낸다.),,,
stage3,,나,이제 슬슬 팀플 시작하는데…. 너무 긴장된다.,,,
stage3,나레이션,,(여느 때에 같이 강의실에 온 나. 교수님게서 들어오고 강의가 시작된다.),ToClass3,,
stage3,,대학교수3,…….그래서 이제 팀을 만들고 다들 팀플을 진행할 겁니다.,,,
stage3,,대학교수3,팀원은 자동으로 배정될 겁니다.,,,
stage3,,나,…..집에 가서 생각하자. 어떻게든 되겠지.,,,
stage3,나레이션,,(집에 돌아온 나는 강의공지를 확인한다.),ToRoom,,
stage3,,나,다 모르는 사람들이네….,,,
stage3,,나,뭐지? 안본 메시지가…,,,
stage3,,팀원1,[안녕하세요! 이번에 같은 조에 배정된 xxx라고 합니다! 혹시 괜찮으시면 단톡방에 초대드릴게요.],,,
stage3,,나,벌써 연락이 와? 빠르네…..,,,
stage3,나레이션,,(나는 빠르게 단톡방에 들어갔다. 단톡방에서는 다들 서로 인사를 나누고 있다.),,,
stage3,,나,안녕하세요.,,,
stage3,,팀원2,안녕하세요.,,,
stage3,나레이션,,(나는 나서기 좋아하는 성격이 아니다. 조용히 할말만 한다.),,,
stage3,,나,이제 시작이네.,,,
stage3,나레이션,,"(대학생활의 꽃, 조별과제이다. 학생들은 스스로 문제해결에 대한 답을 생각하고 도출해야한다.)",,,
stage3,나레이션,,(나와 팀원들은 간단하게 자기소개를 한다.),,,
stage3,,나,(다들 어떻게 하려나),,,
stage3,,팀원1,저희 그럼 이제 각자 역할같은거 나눠볼까요?,,,
stage3,,팀원1,다들 어떤 게 좋으세요??,,,
stage3,,팀원2,저는 자료조사 할게요.,,,
stage3,,팀원3,저는 ppt작성 하겠습니다.,,,
stage3,,나,(어? 왜 이렇게 다들 빠르지?),,,
stage3,,팀원1,음… 그럼 거의 다 정해진거같은데…. 학우분은 그럼 뭐 하실래요??,,,
stage3,,나,어… 남은 게 발표인가요??,,,
stage3,,팀원1,발표해주신다면 정말 감사하죠.,,,
stage3,,나,자신은 없지만 열심히 해보겠습니다….,,,
stage3,나레이션,,(나는 가장 피하고 싶었던 발표를 맡게되었다.),,,
stage3,나레이션,,(소심한 성격 탓에 먼저 빠르게 역할을 치고 나가지 못했다….),,,
stage3,,나,(발표 못하면 어떡하지? 하필 제일 긴장되는 건데…),,,
stage3,,팀원1,그럼 다들 역할 정하셨으니 화이팅해봐요.,,,
stage3,나레이션,,"(나는 발표 담당이지만, 마냥 기다리기에는 눈치가 보인다.)",,,
stage3,나레이션,,(나는 팀플기간 동안 팀원들을 조금씩 도와주면서 발표 준비를 했다.),,,
stage3,,나,팀플에 자격증에 시험공부까지 미치겠다!,,,
stage3,,나,조금만 쉬었다 할까?,,,
stage3,선택지2,,쉰다.,,s3_rest,
stage3,선택지2,,일한다.,,s3_dontRest,
,,,,,,
s3_rest,나레이션,,(나는 미래의 자신에게 일을 맡기고 혼자서 게임하면서 놀았다. 하지만 마음은 불편했다.),,,
s3_rest,나레이션,,(멘탈지수 소폭 하락),,,-10
s3_rest,나레이션,,(결국 나는 학업도 준비도 몰아서 급하게 할수 밖에 없었다.),,s3_ppt,
,,,,,,
s3_dontRest,나레이션,,(대학생활은 대충보면 고등학교의 생활보다 훨씬 쉬워보였다.),,,
s3_dontRest,나레이션,,(고등학교처럼 하루종일 길게 공부를 하기보다는 강의가 없으면 아예 안나가는 것도 가능하니까.),,,
s3_dontRest,나레이션,,"(하지만, 결코 현실은 녹록치 않다.)",,,
s3_dontRest,나레이션,,"(대학생활은 다들 성인이니만큼, 스스로의 행동을 책임져야한다.)",,,
s3_dontRest,나레이션,,(강의시간과 별도로 스스로 해야하는 공부가 너무나 많다.),,,
s3_dontRest,나레이션,,(하는 것은 본인 자유다. 스스로의 마음이 편안한 쪽으로 가야한다.),,,
s3_dontRest,,나,"게임하는게 즐거워도, 마음이 불편하면 결국 안된다.",,,
s3_dontRest,,나,"공부하는게 힘들어도, 마음이 뿌듯하면 된거야.",,,
s3_dontRest,나레이션,,(나는 1학년때와는 많이 달라졌다.),,,
s3_dontRest,나레이션,,(1학년때는 집보다 자주 갔던 피씨방을 거의 가지 않는다.),,,
s3_dontRest,나레이션,,(학년이 지날수록 스스로 고뇌하고 자기성찰을 한다.),,,
s3_dontRest,나레이션,,(나는 시간이 지날수록 성장하는 것이 느껴졌다.),,,
s3_dontRest,,나,예전에는 팀플 하나를 하면 학기내내 불안하고 무서웠는데…,,,
s3_dontRest,,나,지금은 내가 발표자를 해도 무던해지는구나….,,,
s3_dontRest,나레이션,,"(사람은 적응의 동물이듯이, 결국 나는 적응한다.)",,,
s3_dontRest,나레이션,,멘탈지수 소폭 상승,,s3_ppt,10
,,,,,,
s3_ppt,,나,벌써 발표가 다음주네. 시간 진짜 빠르다.,,,
s3_ppt,,나,[다들 발표자료 어떻게 되어가시나요??],,,
s3_ppt,,팀원3,[네 지금 ppt작성 거의 완료했습니다. 확인해보시면 될거 같아요.],,,
s3_ppt,,나,[네 알겠습니다.],,,
s3_ppt,,나,막상 발표가 다가오니까 너무 긴장되네.,,,
s3_ppt,나레이션,,(나는 올라온 ppt를 보면서 발표 대본을 만들면서 연습하기 시작한다.),,,
s3_ppt,나레이션,,"(학업과 발표준비를 하다보니, 벌써 발표의 날이 다가왔다.)",,,
s3_ppt,,팀원1,화이팅하세요!,ToClass3,,
s3_ppt,,나,네 가볼게요.,,,
s3_ppt,나레이션,,"(교수님과 학우들이 지켜보는 사이, 나는 앞으로 나섰다.)",,,
s3_ppt,끝,,,StartStage3,,
,,,,,,
s3_success,나레이션,,(발표가 무사히 끝났다.),ToClass3,,
s3_success,,팀원1,고생하셨습니다!,,,
s3_success,,팀원2,고생하셨습니다.,,,
s3_success,,나,다행이네요.,,,
s3_success,나레이션,,(나는 이제야 긴장이 풀린다.),,,
s3_success,,나,진짜 다행이다. 별탈없이 끝났네.,,,
s3_success,나레이션,,(나는 덤덤하게 스스로 생각한다.),,,
s3_success,나레이션,,멘탈지수 상승,,s3_exam,50
,,,,,,
s3_fail,,나,정말 죄송합니다. 긴장해서 좀 절었네요.,ToClass3,,
s3_fail,,팀원1,괜찮아요. 고생하셨습니다.,,,
s3_fail,,팀원2,고생하셨습니다.,,,
s3_fail,나레이션,,(팀원들이 말은 이렇게 해줘도 나의 마음은 불편하다.),,,
s3_fail,,나,죄송합니다.,,,
s3_fail,나레이션,,멘탈지수 하락,,s3_exam,-50
,,,,,,
s3_exam,나레이션,,"(시간이 지나고, 시험날이 다가왔다.)",,,
s3_exam,,나,3학년 되니까 정신이 하나도 없네.,,,
s3_exam,,나,"매일같이 열심히 하는 거 같은데, 왜 해도해도 끝이 안나는 거지?",,,
s3_exam,나레이션,,"(나는 학년이 지날수록 적응하지만, 그만큼 할 일도 많아진다.)",,,
s3_exam,,나,이번 시험도 그럭저럭이네.,,,
s3_exam,나레이션,,"(그래도 공부를 전체적으로 했는지, 망하지는 않은 모양이다.)",,,
s3_exam,,나,"1학년때는 놀기만 했는데, 3학년이 되니까 놀수가 없네.",,,
s3_exam,나레이션,,(시험이 끝나고 잠시 쉬는 나. 친구가 연락이 온다.),ToRoom,,
s3_exam,,대학친구2,야 노래방이나 갈래?,,,
s3_exam,선택지2,,간다.,,s3_sing,
s3_exam,선택지2,,안 간다.,,s3_dontSing,
,,,,,,
s3_sing,,나,그럴까?,,,
s3_sing,나레이션,,(노래방에 도착한 나와 친구. 오랜만에 스트레스를 푼다.),ToCoinSong,,
s3_sing,,대학친구2,야 잘 부르네? 근데 절친은 왜 갑자기 휴학함?,,,
s3_sing,,나,몰라. 꿈을 찾았겠지.,,,
s3_sing,,대학친구2,뭔 꿈? 피씨방 사장?,,,
s3_sing,,나,현실적인데?,,,
s3_sing,나레이션,,(실없는 소리를 하면서 노래를 부른다. 그리고 오랜만에 이렇게 노래하니 기분이 좋다.),,,
s3_sing,나레이션,,멘탈지수 소폭 상승,,s3_vacation,10
,,,,,,
s3_dontSing,,나,아니 나 괜찮아.,,,
s3_dontSing,나레이션,,"(집에 돌아온 나, 괜히 집중이 되지 않는다. 차라리 스트레스라도 풀고 올걸이라고 생각한다.)",ToRoom,,
s3_dontSing,나레이션,,멘탈지수 소폭 하락,,,-10
s3_dontSing,나레이션,,(책상에 앉아서 가만히 친구에 대하여 생각한다.),,,
s3_dontSing,,나,그러고 보니까 그렇게 친하게 지냈는데.,,,
s3_dontSing,,나,왜 갑자기 휴학한 거지?,,,
s3_dontSing,나레이션,,"(당장 연락해서 물어보고 싶었지만, 어쩐지 선뜻 물어볼 수가 없었다.)",,,
s3_dontSing,나레이션,,(이유가 있겠거니 하며 잠에 들었다.),,s3_vacation,
,,,,,,
s3_vacation,나레이션,,(시간이 지나고 방학이 되었다.),,,
s3_vacation,,나,네 어서오세요.,ToStore,,
s3_vacation,,나,4500원입니다.,,,
s3_vacation,나레이션,,(틈틈히 알바를 하는 나. 멍하니 상념에 잠기는 경우가 많다.),,,
s3_vacation,나레이션,,(편의점 알바는 망상하기 좋은 장소다.),,,
s3_vacation,,나,돈 많은 백수가 되고싶다.,,,
s3_vacation,나레이션,,"(알바하랴, 자격증 공부하랴, 졸업요건 채우랴, 방학은 순식간에 지나갔다.)",,,
s3_vacation,나레이션,,"(시간이 지나고, 새학기가 되었다.)",ToClass4,,
s3_vacation,,나,이번 학기가 끝나면 벌써 4학년 졸업이 다가오네…..,,,
s3_vacation,,나,"한게 없는데, 이대로 졸업을 한다고?",,,
s3_vacation,나레이션,,"(4년은 엄청 빠르다는 것을 안 나, 지나간 시간은 돌이킬 수 없다.)",,,
s3_vacation,,나,이번 학기는 왜 이렇게 어려워?,,,
s3_vacation,나레이션,,(전공 핵심과목들을 상당히 많이 들은 나. 솔직히 버겁다.),,,
s3_vacation,,대학교수3,….그래서 여기는 이렇게 처리가 됩니다.,,,
s3_vacation,,나,………,,,
s3_vacation,나레이션,,(주변 학생들은 다들 고개를 끄덕인다. 정말 알고 끄덕이는 걸까?),,,
s3_vacation,,나,(끄덕끄덕),,,
s3_vacation,나레이션,,(나도 괜히 교수님 말씀하시는데 고개를 끄덕여 본다.),,,
s3_vacation,,나,(솔직히 1도 모르겠는데),,,
s3_vacation,나레이션,,(이번 학기는 큰일난 것 같다.),,,
s3_vacation,,나,아 공부하기 싫어!,ToRoom,,
s3_vacation,,나,너무 어려운데 하기가 싫네.,,,
s3_vacation,나레이션,,(해야 할 것이 너무 어려우면 오히려 늦게 시작하는 법. 이러다 포기한다.),,,
s3_vacation,,나,조금만 쉬었다가 하자. 조금만…,,,
